Stock Transfer,Product,Title,SKU,Barcode,Retail Price,Cost,Average Cost,Transfer Bin Location,Text 2,Text 3,Product Type,Available,Quantity,Status
1005,RHYS DAVIS SUPER HERRING TEASER GLOW BLOODY NOSE,Default Title,1234,66369982159,3.49,,,TBULK2,,,TACKLE - INACTIVE SKUS,0,1,not transferred
